Time,Amplitude,Frequency
1005565000,15.64529427,71.56452943
1005572500,15.60622988,71.56062299
1005580000,15.56726304,71.5567263
1005587500,15.52839349,71.55283935
1005595000,15.48962099,71.5489621
1005602500,15.4509453,71.54509453
1005610000,15.41236618,71.54123662
1005617500,15.37388339,71.53738834
1005625000,15.33549668,71.53354967
1005632500,15.29720583,71.52972058
1005640000,15.25901058,71.52590106
1005647500,15.22091069,71.52209107
1005655000,15.18290594,71.51829059
1005662500,15.14499609,71.51449961
1005670000,15.10718088,71.51071809
1005677500,15.0694601,71.50694601
1005685000,15.0318335,71.50318335
1005692500,14.99430086,71.49943009
1005700000,14.95686192,71.49568619
1005707500,14.91951647,71.49195165
1005715000,14.88226426,71.48822643
1005722500,14.84510507,71.48451051
1005730000,14.80803866,71.48080387
1005737500,14.7710648,71.47710648
1005745000,14.73418326,71.47341833
1005752500,14.69739381,71.46973938
1005760000,14.66069621,71.46606962
1005767500,14.62409025,71.46240902
1005775000,14.58757569,71.45875757
1005782500,14.55115229,71.45511523
1005790000,14.51481985,71.45148198
1005797500,14.47857812,71.44785781
1005805000,14.44242688,71.44424269
1005812500,14.40636591,71.44063659
1005820000,14.37039498,71.4370395
1005827500,14.33451386,71.43345139
1005835000,14.29872233,71.42987223
1005842500,14.26302017,71.42630202
1005850000,14.22740716,71.42274072
1005857500,14.19188306,71.41918831
1005865000,14.15644767,71.41564477
1005872500,14.12110075,71.41211008
1005880000,14.08584209,71.40858421
1005887500,14.05067147,71.40506715
1005895000,14.01558866,71.40155887
1005902500,13.98059345,71.39805935
1005910000,13.94568562,71.39456856
1005917500,13.91086495,71.3910865
1005925000,13.87613122,71.38761312
1005932500,13.84148422,71.38414842
1005940000,13.80692373,71.38069237
1005947500,13.77244953,71.37724495
1005955000,13.73806141,71.37380614
1005962500,13.70375915,71.37037592
1005970000,13.66954254,71.36695425
1005977500,13.63541137,71.36354114
1005985000,13.60136542,71.36013654
1005992500,13.56740447,71.35674045
1006007500,0.0,
1208100000,100.0,80.0
2208100000,100.0,80.0
2208107500,99.75031224,79.97503122
2208115000,99.50124792,79.95012479
2208122500,99.25280548,79.92528055
2208130000,99.00498337,79.90049834
2208137500,98.75778005,79.875778
2208145000,98.51119396,79.8511194
2208152500,98.26522357,79.82652236
2208160000,98.01986733,79.80198673
2208167500,97.77512372,79.77751237
2208175000,97.5309912,79.75309912
2208182500,97.28746826,79.72874683
2208190000,97.04455335,79.70445534
2208197500,96.80224498,79.6802245
2208205000,96.56054163,79.65605416
2208212500,96.31944177,79.63194418
2208220000,96.07894392,79.60789439
2208227500,95.83904655,79.58390466
